Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
CENTROS PRIVADOS;Mujeres;Las Palmas;Segundo;1,5
CENTROS PRIVADOS;Mujeres;Las Palmas;Tercero;1,8
CENTROS PRIVADOS;Mujeres;Las Palmas;Cuarto;1,2
CENTROS PRIVADOS;Mujeres;Santa Cruz de Tenerife;Total;0,5
CENTROS PRIVADOS;Mujeres;Santa Cruz de Tenerife;Primero;0,6
CENTROS PRIVADOS;Mujeres;Santa Cruz de Tenerife;Segundo;0,4
CENTROS PRIVADOS;Mujeres;Santa Cruz de Tenerife;Tercero;0,5
CENTROS PRIVADOS;Mujeres;Santa Cruz de Tenerife;Cuarto;0,4
CENTROS PRIVADOS;Mujeres;06 CANTABRIA;Total;1,6
CENTROS PRIVADOS;Mujeres;06 CANTABRIA;Primero;1,9
CENTROS PRIVADOS;Mujeres;06 CANTABRIA;Segundo;1,2
CENTROS PRIVADOS;Mujeres;06 CANTABRIA;Tercero;1,7
CENTROS PRIVADOS;Mujeres;06 CANTABRIA;Cuarto;1,7
CENTROS PRIVADOS;Mujeres;07 CASTILLA Y LEÓN;Total;2,8
CENTROS PRIVADOS;Mujeres;07 CASTILLA Y LEÓN;Primero;3,1
CENTROS PRIVADOS;Mujeres;07 CASTILLA Y LEÓN;Segundo;3,3
CENTROS PRIVADOS;Mujeres;07 CASTILLA Y LEÓN;Tercero;2,6
CENTROS PRIVADOS;Mujeres;07 CASTILLA Y LEÓN;Cuarto;2,3
CENTROS PRIVADOS;Mujeres;Ávila;Total;2,3
CENTROS PRIVADOS;Mujeres;Ávila;Primero;2,7
CENTROS PRIVADOS;Mujeres;Ávila;Segundo;2,9
CENTROS PRIVADOS;Mujeres;Ávila;Tercero;1,4
CENTROS PRIVADOS;Mujeres;Ávila;Cuarto;2,4
CENTROS PRIVADOS;Mujeres;Burgos;Total;2,8
CENTROS PRIVADOS;Mujeres;Burgos;Primero;3,7
CENTROS PRIVADOS;Mujeres;Burgos;Segundo;3,2
CENTROS PRIVADOS;Mujeres;Burgos;Tercero;2,2
CENTROS PRIVADOS;Mujeres;Burgos;Cuarto;2
CENTROS PRIVADOS;Mujeres;León;Total;2,4
CENTROS PRIVADOS;Mujeres;León;Primero;3,3
CENTROS PRIVADOS;Mujeres;León;Segundo;3,2
CENTROS PRIVADOS;Mujeres;León;Tercero;1,8
CENTROS PRIVADOS;Mujeres;León;Cuarto;1,3
CENTROS PRIVADOS;Mujeres;Palencia;Total;4,3
CENTROS PRIVADOS;Mujeres;Palencia;Primero;2,2
CENTROS PRIVADOS;Mujeres;Palencia;Segundo;6,8
CENTROS PRIVADOS;Mujeres;Palencia;Tercero;4,3
CENTROS PRIVADOS;Mujeres;Palencia;Cuarto;3,8
CENTROS PRIVADOS;Mujeres;Salamanca;Total;2,6
CENTROS PRIVADOS;Mujeres;Salamanca;Primero;2,7
CENTROS PRIVADOS;Mujeres;Salamanca;Segundo;1,7
CENTROS PRIVADOS;Mujeres;Salamanca;Tercero;3,1
CENTROS PRIVADOS;Mujeres;Salamanca;Cuarto;2,9
CENTROS PRIVADOS;Mujeres;Segovia;Total;1,9
CENTROS PRIVADOS;Mujeres;Segovia;Primero;0
CENTROS PRIVADOS;Mujeres;Segovia;Segundo;0,8
CENTROS PRIVADOS;Mujeres;Segovia;Tercero;2,3
CENTROS PRIVADOS;Mujeres;Segovia;Cuarto;4,3
CENTROS PRIVADOS;Mujeres;Soria;Total;1,1
CENTROS PRIVADOS;Mujeres;Soria;Primero;0
CENTROS PRIVADOS;Mujeres;Soria;Segundo;1,4
CENTROS PRIVADOS;Mujeres;Soria;Tercero;3,1
CENTROS PRIVADOS;Mujeres;Soria;Cuarto;0
CENTROS PRIVADOS;Mujeres;Valladolid;Total;3,3
CENTROS PRIVADOS;Mujeres;Valladolid;Primero;3,3
CENTROS PRIVADOS;Mujeres;Valladolid;Segundo;3,9
CENTROS PRIVADOS;Mujeres;Valladolid;Tercero;3
CENTROS PRIVADOS;Mujeres;Valladolid;Cuarto;2,7
CENTROS PRIVADOS;Mujeres;Zamora;Total;2,6
CENTROS PRIVADOS;Mujeres;Zamora;Primero;4,7
CENTROS PRIVADOS;Mujeres;Zamora;Segundo;3,4
CENTROS PRIVADOS;Mujeres;Zamora;Tercero;1,6
CENTROS PRIVADOS;Mujeres;Zamora;Cuarto;0
CENTROS PRIVADOS;Mujeres;08 CASTILLA-LA MANCHA;Total;1,9
CENTROS PRIVADOS;Mujeres;08 CASTILLA-LA MANCHA;Primero;1,9
CENTROS PRIVADOS;Mujeres;08 CASTILLA-LA MANCHA;Segundo;2
CENTROS PRIVADOS;Mujeres;08 CASTILLA-LA MANCHA;Tercero;1,6
CENTROS PRIVADOS;Mujeres;08 CASTILLA-LA MANCHA;Cuarto;2,1
CENTROS PRIVADOS;Mujeres;Albacete;Total;1,5
CENTROS PRIVADOS;Mujeres;Albacete;Primero;2,1
CENTROS PRIVADOS;Mujeres;Albacete;Segundo;1,3
CENTROS PRIVADOS;Mujeres;Albacete;Tercero;0,3
CENTROS PRIVADOS;Mujeres;Albacete;Cuarto;2,1
CENTROS PRIVADOS;Mujeres;Ciudad Real;Total;1,9
CENTROS PRIVADOS;Mujeres;Ciudad Real;Primero;1,8
CENTROS PRIVADOS;Mujeres;Ciudad Real;Segundo;2
CENTROS PRIVADOS;Mujeres;Ciudad Real;Tercero;2,1
CENTROS PRIVADOS;Mujeres;Ciudad Real;Cuarto;1,8
CENTROS PRIVADOS;Mujeres;Cuenca;Total;4,5
CENTROS PRIVADOS;Mujeres;Cuenca;Primero;5,6
CENTROS PRIVADOS;Mujeres;Cuenca;Segundo;6,7
CENTROS PRIVADOS;Mujeres;Cuenca;Tercero;0,9
CENTROS PRIVADOS;Mujeres;Cuenca;Cuarto;5
CENTROS PRIVADOS;Mujeres;Guadalajara;Total;2,9
CENTROS PRIVADOS;Mujeres;Guadalajara;Primero;2,9
CENTROS PRIVADOS;Mujeres;Guadalajara;Segundo;2,5
CENTROS PRIVADOS;Mujeres;Guadalajara;Tercero;3,1
CENTROS PRIVADOS;Mujeres;Guadalajara;Cuarto;3,1
CENTROS PRIVADOS;Mujeres;Toledo;Total;1,3
CENTROS PRIVADOS;Mujeres;Toledo;Primero;1,1
CENTROS PRIVADOS;Mujeres;Toledo;Segundo;1,4
CENTROS PRIVADOS;Mujeres;Toledo;Tercero;1,3
CENTROS PRIVADOS;Mujeres;Toledo;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;09 CATALUÑA;Total;1
CENTROS PRIVADOS;Mujeres;09 CATALUÑA;Primero;0,6
CENTROS PRIVADOS;Mujeres;09 CATALUÑA;Segundo;0,7
CENTROS PRIVADOS;Mujeres;09 CATALUÑA;Tercero;1
CENTROS PRIVADOS;Mujeres;09 CATALUÑA;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;Barcelona;Total;0,9
CENTROS PRIVADOS;Mujeres;Barcelona;Primero;0,6
CENTROS PRIVADOS;Mujeres;Barcelona;Segundo;0,7
CENTROS PRIVADOS;Mujeres;Barcelona;Tercero;1
CENTROS PRIVADOS;Mujeres;Barcelona;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;Girona;Total;0,9
CENTROS PRIVADOS;Mujeres;Girona;Primero;0,5
CENTROS PRIVADOS;Mujeres;Girona;Segundo;0,5
CENTROS PRIVADOS;Mujeres;Girona;Tercero;1
CENTROS PRIVADOS;Mujeres;Girona;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;Lleida;Total;1,3
CENTROS PRIVADOS;Mujeres;Lleida;Primero;1,5
CENTROS PRIVADOS;Mujeres;Lleida;Segundo;0,5
CENTROS PRIVADOS;Mujeres;Lleida;Tercero;0,9
CENTROS PRIVADOS;Mujeres;Lleida;Cuarto;2,4
CENTROS PRIVADOS;Mujeres;Tarragona;Total;0,9
CENTROS PRIVADOS;Mujeres;Tarragona;Primero;0,4
CENTROS PRIVADOS;Mujeres;Tarragona;Segundo;0,8
CENTROS PRIVADOS;Mujeres;Tarragona;Tercero;0,9
CENTROS PRIVADOS;Mujeres;Tarragona;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;10 COMUNITAT VALENCIANA;Total;1,1
CENTROS PRIVADOS;Mujeres;10 COMUNITAT VALENCIANA;Primero;1,1
CENTROS PRIVADOS;Mujeres;10 COMUNITAT VALENCIANA;Segundo;0,9
CENTROS PRIVADOS;Mujeres;10 COMUNITAT VALENCIANA;Tercero;1,3
CENTROS PRIVADOS;Mujeres;10 COMUNITAT VALENCIANA;Cuarto;1
CENTROS PRIVADOS;Mujeres;Alicante/Alacant;Total;1
CENTROS PRIVADOS;Mujeres;Alicante/Alacant;Primero;0,9
CENTROS PRIVADOS;Mujeres;Alicante/Alacant;Segundo;1
CENTROS PRIVADOS;Mujeres;Alicante/Alacant;Tercero;1,2
CENTROS PRIVADOS;Mujeres;Alicante/Alacant;Cuarto;0,8
CENTROS PRIVADOS;Mujeres;Castellón/Castelló;Total;1,3
CENTROS PRIVADOS;Mujeres;Castellón/Castelló;Primero;1,7
CENTROS PRIVADOS;Mujeres;Castellón/Castelló;Segundo;1
CENTROS PRIVADOS;Mujeres;Castellón/Castelló;Tercero;1,6
CENTROS PRIVADOS;Mujeres;Castellón/Castelló;Cuarto;0,6
CENTROS PRIVADOS;Mujeres;Valencia/València;Total;1,1
CENTROS PRIVADOS;Mujeres;Valencia/València;Primero;1
CENTROS PRIVADOS;Mujeres;Valencia/València;Segundo;0,9
CENTROS PRIVADOS;Mujeres;Valencia/València;Tercero;1,3
CENTROS PRIVADOS;Mujeres;Valencia/València;Cuarto;1,1
CENTROS PRIVADOS;Mujeres;11 EXTREMADURA;Total;1,6
CENTROS PRIVADOS;Mujeres;11 EXTREMADURA;Primero;2,2
CENTROS PRIVADOS;Mujeres;11 EXTREMADURA;Segundo;2,1
CENTROS PRIVADOS;Mujeres;11 EXTREMADURA;Tercero;0,8
CENTROS PRIVADOS;Mujeres;11 EXTREMADURA;Cuarto;1,2
CENTROS PRIVADOS;Mujeres;Badajoz;Total;1,7
CENTROS PRIVADOS;Mujeres;Badajoz;Primero;2,4
CENTROS PRIVADOS;Mujeres;Badajoz;Segundo;2,1
CENTROS PRIVADOS;Mujeres;Badajoz;Tercero;0,8
CENTROS PRIVADOS;Mujeres;Badajoz;Cuarto;1,2
CENTROS PRIVADOS;Mujeres;Cáceres;Total;1,5
CENTROS PRIVADOS;Mujeres;Cáceres;Primero;1,8
CENTROS PRIVADOS;Mujeres;Cáceres;Segundo;1,9
CENTROS PRIVADOS;Mujeres;Cáceres;Tercero;0,9
CENTROS PRIVADOS;Mujeres;Cáceres;Cuarto;1,2
CENTROS PRIVADOS;Mujeres;12 GALICIA;Total;1,1
CENTROS PRIVADOS;Mujeres;12 GALICIA;Primero;1,2
CENTROS PRIVADOS;Mujeres;12 GALICIA;Segundo;1,4
CENTROS PRIVADOS;Mujeres;12 GALICIA;Tercero;0,8
CENTROS PRIVADOS;Mujeres;12 GALICIA;Cuarto;0,9
CENTROS PRIVADOS;Mujeres;A Coruña;Total;0,7
CENTROS PRIVADOS;Mujeres;A Coruña;Primero;1
CENTROS PRIVADOS;Mujeres;A Coruña;Segundo;1,3
CENTROS PRIVADOS;Mujeres;A Coruña;Tercero;0,2
CENTROS PRIVADOS;Mujeres;A Coruña;Cuarto;0,3
CENTROS PRIVADOS;Mujeres;Lugo;Total;1
CENTROS PRIVADOS;Mujeres;Lugo;Primero;2
CENTROS PRIVADOS;Mujeres;Lugo;Segundo;0,7
CENTROS PRIVADOS;Mujeres;Lugo;Tercero;1,2
CENTROS PRIVADOS;Mujeres;Lugo;Cuarto;0
CENTROS PRIVADOS;Mujeres;Ourense;Total;1,8
CENTROS PRIVADOS;Mujeres;Ourense;Primero;1,4
CENTROS PRIVADOS;Mujeres;Ourense;Segundo;3,2
CENTROS PRIVADOS;Mujeres;Ourense;Tercero;1
CENTROS PRIVADOS;Mujeres;Ourense;Cuarto;1,7
CENTROS PRIVADOS;Mujeres;Pontevedra;Total;1,3
CENTROS PRIVADOS;Mujeres;Pontevedra;Primero;1,1
CENTROS PRIVADOS;Mujeres;Pontevedra;Segundo;1,2
CENTROS PRIVADOS;Mujeres;Pontevedra;Tercero;1,3
CENTROS PRIVADOS;Mujeres;Pontevedra;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;13 MADRID, COMUNIDAD DE;Total;2,3
CENTROS PRIVADOS;Mujeres;13 MADRID, COMUNIDAD DE;Primero;2,3
CENTROS PRIVADOS;Mujeres;13 MADRID, COMUNIDAD DE;Segundo;2,5
CENTROS PRIVADOS;Mujeres;13 MADRID, COMUNIDAD DE;Tercero;2,3
CENTROS PRIVADOS;Mujeres;13 MADRID, COMUNIDAD DE;Cuarto;1,9
CENTROS PRIVADOS;Mujeres;14 MURCIA, REGIÓN DE;Total;3,7
CENTROS PRIVADOS;Mujeres;14 MURCIA, REGIÓN DE;Primero;3,7
CENTROS PRIVADOS;Mujeres;14 MURCIA, REGIÓN DE;Segundo;3,8
CENTROS PRIVADOS;Mujeres;14 MURCIA, REGIÓN DE;Tercero;4,4
CENTROS PRIVADOS;Mujeres;14 MURCIA, REGIÓN DE;Cuarto;3
CENTROS PRIVADOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Total;0,9
CENTROS PRIVADOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Primero;0,6
CENTROS PRIVADOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;0,9
CENTROS PRIVADOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;1,1
CENTROS PRIVADOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;1,1
CENTROS PRIVADOS;Mujeres;16 PAÍS VASCO;Total;1,7
CENTROS PRIVADOS;Mujeres;16 PAÍS VASCO;Primero;1,7
CENTROS PRIVADOS;Mujeres;16 PAÍS VASCO;Segundo;1,9
CENTROS PRIVADOS;Mujeres;16 PAÍS VASCO;Tercero;1,6
CENTROS PRIVADOS;Mujeres;16 PAÍS VASCO;Cuarto;1,7
CENTROS PRIVADOS;Mujeres;Araba/Álava;Total;2,8
CENTROS PRIVADOS;Mujeres;Araba/Álava;Primero;2,8
CENTROS PRIVADOS;Mujeres;Araba/Álava;Segundo;3,2
CENTROS PRIVADOS;Mujeres;Araba/Álava;Tercero;2,4
CENTROS PRIVADOS;Mujeres;Araba/Álava;Cuarto;2,7
CENTROS PRIVADOS;Mujeres;Gipuzkoa;Total;1,3
CENTROS PRIVADOS;Mujeres;Gipuzkoa;Primero;1,1
CENTROS PRIVADOS;Mujeres;Gipuzkoa;Segundo;1,4
CENTROS PRIVADOS;Mujeres;Gipuzkoa;Tercero;1,4
CENTROS PRIVADOS;Mujeres;Gipuzkoa;Cuarto;1,3
CENTROS PRIVADOS;Mujeres;Bizkaia;Total;1,7
CENTROS PRIVADOS;Mujeres;Bizkaia;Primero;1,8
CENTROS PRIVADOS;Mujeres;Bizkaia;Segundo;2
CENTROS PRIVADOS;Mujeres;Bizkaia;Tercero;1,5
CENTROS PRIVADOS;Mujeres;Bizkaia;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;17 RIOJA, LA;Total;2,1
CENTROS PRIVADOS;Mujeres;17 RIOJA, LA;Primero;3,9
CENTROS PRIVADOS;Mujeres;17 RIOJA, LA;Segundo;2
CENTROS PRIVADOS;Mujeres;17 RIOJA, LA;Tercero;1,6
CENTROS PRIVADOS;Mujeres;17 RIOJA, LA;Cuarto;0,9
CENTROS PRIVADOS;Mujeres;18 CEUTA;Total;2
CENTROS PRIVADOS;Mujeres;18 CEUTA;Primero;3,2
CENTROS PRIVADOS;Mujeres;18 CEUTA;Segundo;1,3
CENTROS PRIVADOS;Mujeres;18 CEUTA;Tercero;1,9
CENTROS PRIVADOS;Mujeres;18 CEUTA;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;19 MELILLA;Total;6,7
CENTROS PRIVADOS;Mujeres;19 MELILLA;Primero;4,1
CENTROS PRIVADOS;Mujeres;19 MELILLA;Segundo;9,9
CENTROS PRIVADOS;Mujeres;19 MELILLA;Tercero;6,3
CENTROS PRIVADOS;Mujeres;19 MELILLA;Cuarto;6,8
