Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
CENTROS PÚBLICOS;Hombres;Castellón/Castelló;Cuarto;3,1
CENTROS PÚBLICOS;Hombres;Valencia/València;Total;6,3
CENTROS PÚBLICOS;Hombres;Valencia/València;Primero;8,2
CENTROS PÚBLICOS;Hombres;Valencia/València;Segundo;6,1
CENTROS PÚBLICOS;Hombres;Valencia/València;Tercero;6,1
CENTROS PÚBLICOS;Hombres;Valencia/València;Cuarto;4
CENTROS PÚBLICOS;Hombres;11 EXTREMADURA;Total;4,3
CENTROS PÚBLICOS;Hombres;11 EXTREMADURA;Primero;5,8
CENTROS PÚBLICOS;Hombres;11 EXTREMADURA;Segundo;4,6
CENTROS PÚBLICOS;Hombres;11 EXTREMADURA;Tercero;3,3
CENTROS PÚBLICOS;Hombres;11 EXTREMADURA;Cuarto;3,2
CENTROS PÚBLICOS;Hombres;Badajoz;Total;4,1
CENTROS PÚBLICOS;Hombres;Badajoz;Primero;5,3
CENTROS PÚBLICOS;Hombres;Badajoz;Segundo;4,5
CENTROS PÚBLICOS;Hombres;Badajoz;Tercero;3,2
CENTROS PÚBLICOS;Hombres;Badajoz;Cuarto;3
CENTROS PÚBLICOS;Hombres;Cáceres;Total;4,7
CENTROS PÚBLICOS;Hombres;Cáceres;Primero;6,8
CENTROS PÚBLICOS;Hombres;Cáceres;Segundo;4,7
CENTROS PÚBLICOS;Hombres;Cáceres;Tercero;3,5
CENTROS PÚBLICOS;Hombres;Cáceres;Cuarto;3,5
CENTROS PÚBLICOS;Hombres;12 GALICIA;Total;3,7
CENTROS PÚBLICOS;Hombres;12 GALICIA;Primero;4,9
CENTROS PÚBLICOS;Hombres;12 GALICIA;Segundo;3,3
CENTROS PÚBLICOS;Hombres;12 GALICIA;Tercero;3,6
CENTROS PÚBLICOS;Hombres;12 GALICIA;Cuarto;2,9
CENTROS PÚBLICOS;Hombres;A Coruña;Total;3,5
CENTROS PÚBLICOS;Hombres;A Coruña;Primero;4,4
CENTROS PÚBLICOS;Hombres;A Coruña;Segundo;2,8
CENTROS PÚBLICOS;Hombres;A Coruña;Tercero;3,8
CENTROS PÚBLICOS;Hombres;A Coruña;Cuarto;3
CENTROS PÚBLICOS;Hombres;Lugo;Total;4,7
CENTROS PÚBLICOS;Hombres;Lugo;Primero;6,8
CENTROS PÚBLICOS;Hombres;Lugo;Segundo;5,3
CENTROS PÚBLICOS;Hombres;Lugo;Tercero;3,1
CENTROS PÚBLICOS;Hombres;Lugo;Cuarto;2,8
CENTROS PÚBLICOS;Hombres;Ourense;Total;4,3
CENTROS PÚBLICOS;Hombres;Ourense;Primero;6,4
CENTROS PÚBLICOS;Hombres;Ourense;Segundo;3,4
CENTROS PÚBLICOS;Hombres;Ourense;Tercero;3,6
CENTROS PÚBLICOS;Hombres;Ourense;Cuarto;3,6
CENTROS PÚBLICOS;Hombres;Pontevedra;Total;3,5
CENTROS PÚBLICOS;Hombres;Pontevedra;Primero;4,5
CENTROS PÚBLICOS;Hombres;Pontevedra;Segundo;3,2
CENTROS PÚBLICOS;Hombres;Pontevedra;Tercero;3,5
CENTROS PÚBLICOS;Hombres;Pontevedra;Cuarto;2,8
CENTROS PÚBLICOS;Hombres;13 MADRID, COMUNIDAD DE;Total;6,8
CENTROS PÚBLICOS;Hombres;13 MADRID, COMUNIDAD DE;Primero;7,8
CENTROS PÚBLICOS;Hombres;13 MADRID, COMUNIDAD DE;Segundo;6,9
CENTROS PÚBLICOS;Hombres;13 MADRID, COMUNIDAD DE;Tercero;6,4
CENTROS PÚBLICOS;Hombres;13 MADRID, COMUNIDAD DE;Cuarto;5,8
CENTROS PÚBLICOS;Hombres;14 MURCIA, REGIÓN DE;Total;10,1
CENTROS PÚBLICOS;Hombres;14 MURCIA, REGIÓN DE;Primero;11,7
CENTROS PÚBLICOS;Hombres;14 MURCIA, REGIÓN DE;Segundo;10,5
CENTROS PÚBLICOS;Hombres;14 MURCIA, REGIÓN DE;Tercero;8,7
CENTROS PÚBLICOS;Hombres;14 MURCIA, REGIÓN DE;Cuarto;8,9
CENTROS PÚBLICOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Total;5,6
CENTROS PÚBLICOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Primero;7,3
CENTROS PÚBLICOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;6,4
CENTROS PÚBLICOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;4,3
CENTROS PÚBLICOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;3,6
CENTROS PÚBLICOS;Hombres;16 PAÍS VASCO;Total;5,8
CENTROS PÚBLICOS;Hombres;16 PAÍS VASCO;Primero;8,1
CENTROS PÚBLICOS;Hombres;16 PAÍS VASCO;Segundo;6,8
CENTROS PÚBLICOS;Hombres;16 PAÍS VASCO;Tercero;4,4
CENTROS PÚBLICOS;Hombres;16 PAÍS VASCO;Cuarto;3,1
CENTROS PÚBLICOS;Hombres;Araba/Álava;Total;8,6
CENTROS PÚBLICOS;Hombres;Araba/Álava;Primero;11,7
CENTROS PÚBLICOS;Hombres;Araba/Álava;Segundo;9,6
CENTROS PÚBLICOS;Hombres;Araba/Álava;Tercero;6,1
CENTROS PÚBLICOS;Hombres;Araba/Álava;Cuarto;5,3
CENTROS PÚBLICOS;Hombres;Gipuzkoa;Total;4,6
CENTROS PÚBLICOS;Hombres;Gipuzkoa;Primero;5,8
CENTROS PÚBLICOS;Hombres;Gipuzkoa;Segundo;6,6
CENTROS PÚBLICOS;Hombres;Gipuzkoa;Tercero;3,2
CENTROS PÚBLICOS;Hombres;Gipuzkoa;Cuarto;2,1
CENTROS PÚBLICOS;Hombres;Bizkaia;Total;5,8
CENTROS PÚBLICOS;Hombres;Bizkaia;Primero;8,6
CENTROS PÚBLICOS;Hombres;Bizkaia;Segundo;6
CENTROS PÚBLICOS;Hombres;Bizkaia;Tercero;4,8
CENTROS PÚBLICOS;Hombres;Bizkaia;Cuarto;3,2
CENTROS PÚBLICOS;Hombres;17 RIOJA, LA;Total;5,7
CENTROS PÚBLICOS;Hombres;17 RIOJA, LA;Primero;9,1
CENTROS PÚBLICOS;Hombres;17 RIOJA, LA;Segundo;4,4
CENTROS PÚBLICOS;Hombres;17 RIOJA, LA;Tercero;4
CENTROS PÚBLICOS;Hombres;17 RIOJA, LA;Cuarto;4,2
CENTROS PÚBLICOS;Hombres;18 CEUTA;Total;5,9
CENTROS PÚBLICOS;Hombres;18 CEUTA;Primero;8
CENTROS PÚBLICOS;Hombres;18 CEUTA;Segundo;4,3
CENTROS PÚBLICOS;Hombres;18 CEUTA;Tercero;4,8
CENTROS PÚBLICOS;Hombres;18 CEUTA;Cuarto;5,8
CENTROS PÚBLICOS;Hombres;19 MELILLA;Total;11,7
CENTROS PÚBLICOS;Hombres;19 MELILLA;Primero;18
CENTROS PÚBLICOS;Hombres;19 MELILLA;Segundo;10,8
CENTROS PÚBLICOS;Hombres;19 MELILLA;Tercero;8,7
CENTROS PÚBLICOS;Hombres;19 MELILLA;Cuarto;5,1
CENTROS PÚBLICOS;Mujeres;00 TOTAL;Total;4,2
CENTROS PÚBLICOS;Mujeres;00 TOTAL;Primero;5
CENTROS PÚBLICOS;Mujeres;00 TOTAL;Segundo;4,7
CENTROS PÚBLICOS;Mujeres;00 TOTAL;Tercero;3,9
CENTROS PÚBLICOS;Mujeres;00 TOTAL;Cuarto;3,1
CENTROS PÚBLICOS;Mujeres;01 ANDALUCÍA;Total;6,4
CENTROS PÚBLICOS;Mujeres;01 ANDALUCÍA;Primero;7,6
CENTROS PÚBLICOS;Mujeres;01 ANDALUCÍA;Segundo;7,6
CENTROS PÚBLICOS;Mujeres;01 ANDALUCÍA;Tercero;5,9
CENTROS PÚBLICOS;Mujeres;01 ANDALUCÍA;Cuarto;3,8
CENTROS PÚBLICOS;Mujeres;Almería;Total;8,1
CENTROS PÚBLICOS;Mujeres;Almería;Primero;9,9
CENTROS PÚBLICOS;Mujeres;Almería;Segundo;9,2
CENTROS PÚBLICOS;Mujeres;Almería;Tercero;7,6
CENTROS PÚBLICOS;Mujeres;Almería;Cuarto;4,7
CENTROS PÚBLICOS;Mujeres;Cádiz;Total;6,1
CENTROS PÚBLICOS;Mujeres;Cádiz;Primero;6,8
CENTROS PÚBLICOS;Mujeres;Cádiz;Segundo;7,2
CENTROS PÚBLICOS;Mujeres;Cádiz;Tercero;5,8
CENTROS PÚBLICOS;Mujeres;Cádiz;Cuarto;4
CENTROS PÚBLICOS;Mujeres;Córdoba;Total;4,9
CENTROS PÚBLICOS;Mujeres;Córdoba;Primero;6,1
CENTROS PÚBLICOS;Mujeres;Córdoba;Segundo;5,6
CENTROS PÚBLICOS;Mujeres;Córdoba;Tercero;4,6
CENTROS PÚBLICOS;Mujeres;Córdoba;Cuarto;2,8
CENTROS PÚBLICOS;Mujeres;Granada;Total;5,4
CENTROS PÚBLICOS;Mujeres;Granada;Primero;6,5
CENTROS PÚBLICOS;Mujeres;Granada;Segundo;6,1
CENTROS PÚBLICOS;Mujeres;Granada;Tercero;5
CENTROS PÚBLICOS;Mujeres;Granada;Cuarto;3,5
CENTROS PÚBLICOS;Mujeres;Huelva;Total;6,3
CENTROS PÚBLICOS;Mujeres;Huelva;Primero;7,5
CENTROS PÚBLICOS;Mujeres;Huelva;Segundo;7,4
CENTROS PÚBLICOS;Mujeres;Huelva;Tercero;6,2
CENTROS PÚBLICOS;Mujeres;Huelva;Cuarto;3,5
CENTROS PÚBLICOS;Mujeres;Jaén;Total;5,2
CENTROS PÚBLICOS;Mujeres;Jaén;Primero;7,1
CENTROS PÚBLICOS;Mujeres;Jaén;Segundo;5,6
CENTROS PÚBLICOS;Mujeres;Jaén;Tercero;4,9
CENTROS PÚBLICOS;Mujeres;Jaén;Cuarto;2,9
CENTROS PÚBLICOS;Mujeres;Málaga;Total;7,2
CENTROS PÚBLICOS;Mujeres;Málaga;Primero;8,5
CENTROS PÚBLICOS;Mujeres;Málaga;Segundo;8,7
CENTROS PÚBLICOS;Mujeres;Málaga;Tercero;6,6
CENTROS PÚBLICOS;Mujeres;Málaga;Cuarto;4,4
CENTROS PÚBLICOS;Mujeres;Sevilla;Total;6,5
CENTROS PÚBLICOS;Mujeres;Sevilla;Primero;7,6
CENTROS PÚBLICOS;Mujeres;Sevilla;Segundo;8,2
CENTROS PÚBLICOS;Mujeres;Sevilla;Tercero;5,9
CENTROS PÚBLICOS;Mujeres;Sevilla;Cuarto;3,7
CENTROS PÚBLICOS;Mujeres;02 ARAGÓN;Total;2,4
CENTROS PÚBLICOS;Mujeres;02 ARAGÓN;Primero;4,1
CENTROS PÚBLICOS;Mujeres;02 ARAGÓN;Segundo;2,1
CENTROS PÚBLICOS;Mujeres;02 ARAGÓN;Tercero;2
CENTROS PÚBLICOS;Mujeres;02 ARAGÓN;Cuarto;1,3
CENTROS PÚBLICOS;Mujeres;Huesca;Total;2,4
CENTROS PÚBLICOS;Mujeres;Huesca;Primero;3,6
CENTROS PÚBLICOS;Mujeres;Huesca;Segundo;1,5
CENTROS PÚBLICOS;Mujeres;Huesca;Tercero;2,4
CENTROS PÚBLICOS;Mujeres;Huesca;Cuarto;2
CENTROS PÚBLICOS;Mujeres;Teruel;Total;1,8
CENTROS PÚBLICOS;Mujeres;Teruel;Primero;2
CENTROS PÚBLICOS;Mujeres;Teruel;Segundo;1,4
CENTROS PÚBLICOS;Mujeres;Teruel;Tercero;3
CENTROS PÚBLICOS;Mujeres;Teruel;Cuarto;0,9
CENTROS PÚBLICOS;Mujeres;Zaragoza;Total;2,5
CENTROS PÚBLICOS;Mujeres;Zaragoza;Primero;4,5
CENTROS PÚBLICOS;Mujeres;Zaragoza;Segundo;2,4
CENTROS PÚBLICOS;Mujeres;Zaragoza;Tercero;1,6
CENTROS PÚBLICOS;Mujeres;Zaragoza;Cuarto;1,1
CENTROS PÚBLICOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Total;2,5
CENTROS PÚBLICOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Primero;3
CENTROS PÚBLICOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Segundo;2,2
CENTROS PÚBLICOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Tercero;2,8
CENTROS PÚBLICOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Cuarto;1,9
CENTROS PÚBLICOS;Mujeres;04 BALEARS, ILLES;Total;3,8
CENTROS PÚBLICOS;Mujeres;04 BALEARS, ILLES;Primero;3,7
CENTROS PÚBLICOS;Mujeres;04 BALEARS, ILLES;Segundo;4,3
CENTROS PÚBLICOS;Mujeres;04 BALEARS, ILLES;Tercero;3,5
CENTROS PÚBLICOS;Mujeres;04 BALEARS, ILLES;Cuarto;3,4
CENTROS PÚBLICOS;Mujeres;05 CANARIAS;Total;2,8
CENTROS PÚBLICOS;Mujeres;05 CANARIAS;Primero;3,4
CENTROS PÚBLICOS;Mujeres;05 CANARIAS;Segundo;2,4
CENTROS PÚBLICOS;Mujeres;05 CANARIAS;Tercero;3,1
CENTROS PÚBLICOS;Mujeres;05 CANARIAS;Cuarto;2,2
CENTROS PÚBLICOS;Mujeres;Las Palmas;Total;2,6
CENTROS PÚBLICOS;Mujeres;Las Palmas;Primero;3,1
CENTROS PÚBLICOS;Mujeres;Las Palmas;Segundo;2,3
CENTROS PÚBLICOS;Mujeres;Las Palmas;Tercero;2,9
CENTROS PÚBLICOS;Mujeres;Las Palmas;Cuarto;2,2
CENTROS PÚBLICOS;Mujeres;Santa Cruz de Tenerife;Total;3
CENTROS PÚBLICOS;Mujeres;Santa Cruz de Tenerife;Primero;3,9
CENTROS PÚBLICOS;Mujeres;Santa Cruz de Tenerife;Segundo;2,5
CENTROS PÚBLICOS;Mujeres;Santa Cruz de Tenerife;Tercero;3,3
CENTROS PÚBLICOS;Mujeres;Santa Cruz de Tenerife;Cuarto;2,1
CENTROS PÚBLICOS;Mujeres;06 CANTABRIA;Total;2,5
CENTROS PÚBLICOS;Mujeres;06 CANTABRIA;Primero;3,4
CENTROS PÚBLICOS;Mujeres;06 CANTABRIA;Segundo;2,8
CENTROS PÚBLICOS;Mujeres;06 CANTABRIA;Tercero;2,4
CENTROS PÚBLICOS;Mujeres;06 CANTABRIA;Cuarto;1,2
CENTROS PÚBLICOS;Mujeres;07 CASTILLA Y LEÓN;Total;4
CENTROS PÚBLICOS;Mujeres;07 CASTILLA Y LEÓN;Primero;5,4
CENTROS PÚBLICOS;Mujeres;07 CASTILLA Y LEÓN;Segundo;4,4
CENTROS PÚBLICOS;Mujeres;07 CASTILLA Y LEÓN;Tercero;3,7
CENTROS PÚBLICOS;Mujeres;07 CASTILLA Y LEÓN;Cuarto;2,5
CENTROS PÚBLICOS;Mujeres;Ávila;Total;4,7
CENTROS PÚBLICOS;Mujeres;Ávila;Primero;6
CENTROS PÚBLICOS;Mujeres;Ávila;Segundo;4,8
CENTROS PÚBLICOS;Mujeres;Ávila;Tercero;3,6
CENTROS PÚBLICOS;Mujeres;Ávila;Cuarto;4,3
CENTROS PÚBLICOS;Mujeres;Burgos;Total;3,8
CENTROS PÚBLICOS;Mujeres;Burgos;Primero;6,5
CENTROS PÚBLICOS;Mujeres;Burgos;Segundo;3,7
CENTROS PÚBLICOS;Mujeres;Burgos;Tercero;2,9
CENTROS PÚBLICOS;Mujeres;Burgos;Cuarto;1,7
CENTROS PÚBLICOS;Mujeres;León;Total;3,3
CENTROS PÚBLICOS;Mujeres;León;Primero;3,2
CENTROS PÚBLICOS;Mujeres;León;Segundo;4,8
CENTROS PÚBLICOS;Mujeres;León;Tercero;2,9
CENTROS PÚBLICOS;Mujeres;León;Cuarto;2,3
CENTROS PÚBLICOS;Mujeres;Palencia;Total;4,9
CENTROS PÚBLICOS;Mujeres;Palencia;Primero;7,8
CENTROS PÚBLICOS;Mujeres;Palencia;Segundo;4
CENTROS PÚBLICOS;Mujeres;Palencia;Tercero;5,2
CENTROS PÚBLICOS;Mujeres;Palencia;Cuarto;2,7
CENTROS PÚBLICOS;Mujeres;Salamanca;Total;4,5
CENTROS PÚBLICOS;Mujeres;Salamanca;Primero;6
CENTROS PÚBLICOS;Mujeres;Salamanca;Segundo;5
CENTROS PÚBLICOS;Mujeres;Salamanca;Tercero;4
CENTROS PÚBLICOS;Mujeres;Salamanca;Cuarto;3
CENTROS PÚBLICOS;Mujeres;Segovia;Total;5
CENTROS PÚBLICOS;Mujeres;Segovia;Primero;7,3
CENTROS PÚBLICOS;Mujeres;Segovia;Segundo;4,3
CENTROS PÚBLICOS;Mujeres;Segovia;Tercero;5,9
CENTROS PÚBLICOS;Mujeres;Segovia;Cuarto;2,3
CENTROS PÚBLICOS;Mujeres;Soria;Total;2,1
CENTROS PÚBLICOS;Mujeres;Soria;Primero;2,7
CENTROS PÚBLICOS;Mujeres;Soria;Segundo;2,6
CENTROS PÚBLICOS;Mujeres;Soria;Tercero;2,5
CENTROS PÚBLICOS;Mujeres;Soria;Cuarto;0,7
CENTROS PÚBLICOS;Mujeres;Valladolid;Total;4,4
CENTROS PÚBLICOS;Mujeres;Valladolid;Primero;5,4
CENTROS PÚBLICOS;Mujeres;Valladolid;Segundo;4,9
CENTROS PÚBLICOS;Mujeres;Valladolid;Tercero;3,7
CENTROS PÚBLICOS;Mujeres;Valladolid;Cuarto;3,1
CENTROS PÚBLICOS;Mujeres;Zamora;Total;3,1
CENTROS PÚBLICOS;Mujeres;Zamora;Primero;3,2
CENTROS PÚBLICOS;Mujeres;Zamora;Segundo;3,8
CENTROS PÚBLICOS;Mujeres;Zamora;Tercero;3,9
CENTROS PÚBLICOS;Mujeres;Zamora;Cuarto;1,6
CENTROS PÚBLICOS;Mujeres;08 CASTILLA-LA MANCHA;Total;4,3
CENTROS PÚBLICOS;Mujeres;08 CASTILLA-LA MANCHA;Primero;5,2
CENTROS PÚBLICOS;Mujeres;08 CASTILLA-LA MANCHA;Segundo;4,5
CENTROS PÚBLICOS;Mujeres;08 CASTILLA-LA MANCHA;Tercero;4,2
CENTROS PÚBLICOS;Mujeres;08 CASTILLA-LA MANCHA;Cuarto;3,2
CENTROS PÚBLICOS;Mujeres;Albacete;Total;2,9
CENTROS PÚBLICOS;Mujeres;Albacete;Primero;4
CENTROS PÚBLICOS;Mujeres;Albacete;Segundo;2,6
CENTROS PÚBLICOS;Mujeres;Albacete;Tercero;2,9
CENTROS PÚBLICOS;Mujeres;Albacete;Cuarto;2,2
CENTROS PÚBLICOS;Mujeres;Ciudad Real;Total;3,1
CENTROS PÚBLICOS;Mujeres;Ciudad Real;Primero;3,4
CENTROS PÚBLICOS;Mujeres;Ciudad Real;Segundo;3,9
CENTROS PÚBLICOS;Mujeres;Ciudad Real;Tercero;3
CENTROS PÚBLICOS;Mujeres;Ciudad Real;Cuarto;2
CENTROS PÚBLICOS;Mujeres;Cuenca;Total;9,3
CENTROS PÚBLICOS;Mujeres;Cuenca;Primero;10,8
CENTROS PÚBLICOS;Mujeres;Cuenca;Segundo;10,1
CENTROS PÚBLICOS;Mujeres;Cuenca;Tercero;9,7
CENTROS PÚBLICOS;Mujeres;Cuenca;Cuarto;6,6
CENTROS PÚBLICOS;Mujeres;Guadalajara;Total;3,5
CENTROS PÚBLICOS;Mujeres;Guadalajara;Primero;4,8
CENTROS PÚBLICOS;Mujeres;Guadalajara;Segundo;3,4
CENTROS PÚBLICOS;Mujeres;Guadalajara;Tercero;2,9
CENTROS PÚBLICOS;Mujeres;Guadalajara;Cuarto;2,7
CENTROS PÚBLICOS;Mujeres;Toledo;Total;4,9
CENTROS PÚBLICOS;Mujeres;Toledo;Primero;5,8
CENTROS PÚBLICOS;Mujeres;Toledo;Segundo;4,9
CENTROS PÚBLICOS;Mujeres;Toledo;Tercero;4,7
CENTROS PÚBLICOS;Mujeres;Toledo;Cuarto;3,8
CENTROS PÚBLICOS;Mujeres;09 CATALUÑA;Total;2,1
CENTROS PÚBLICOS;Mujeres;09 CATALUÑA;Primero;1,3
CENTROS PÚBLICOS;Mujeres;09 CATALUÑA;Segundo;1,9
CENTROS PÚBLICOS;Mujeres;09 CATALUÑA;Tercero;2,2
CENTROS PÚBLICOS;Mujeres;09 CATALUÑA;Cuarto;3,2
CENTROS PÚBLICOS;Mujeres;Barcelona;Total;2,1
CENTROS PÚBLICOS;Mujeres;Barcelona;Primero;1,3
CENTROS PÚBLICOS;Mujeres;Barcelona;Segundo;1,8
CENTROS PÚBLICOS;Mujeres;Barcelona;Tercero;2,2
CENTROS PÚBLICOS;Mujeres;Barcelona;Cuarto;3,2
CENTROS PÚBLICOS;Mujeres;Girona;Total;1,8
CENTROS PÚBLICOS;Mujeres;Girona;Primero;1
CENTROS PÚBLICOS;Mujeres;Girona;Segundo;1,5
CENTROS PÚBLICOS;Mujeres;Girona;Tercero;1,6
CENTROS PÚBLICOS;Mujeres;Girona;Cuarto;3,2
CENTROS PÚBLICOS;Mujeres;Lleida;Total;2,4
CENTROS PÚBLICOS;Mujeres;Lleida;Primero;1,9
CENTROS PÚBLICOS;Mujeres;Lleida;Segundo;2,3
CENTROS PÚBLICOS;Mujeres;Lleida;Tercero;2,6
CENTROS PÚBLICOS;Mujeres;Lleida;Cuarto;3
CENTROS PÚBLICOS;Mujeres;Tarragona;Total;2,4
CENTROS PÚBLICOS;Mujeres;Tarragona;Primero;1,4
CENTROS PÚBLICOS;Mujeres;Tarragona;Segundo;2,3
CENTROS PÚBLICOS;Mujeres;Tarragona;Tercero;2,4
CENTROS PÚBLICOS;Mujeres;Tarragona;Cuarto;3,5
CENTROS PÚBLICOS;Mujeres;10 COMUNITAT VALENCIANA;Total;4,1
CENTROS PÚBLICOS;Mujeres;10 COMUNITAT VALENCIANA;Primero;5,2
CENTROS PÚBLICOS;Mujeres;10 COMUNITAT VALENCIANA;Segundo;4,5
CENTROS PÚBLICOS;Mujeres;10 COMUNITAT VALENCIANA;Tercero;3,9
CENTROS PÚBLICOS;Mujeres;10 COMUNITAT VALENCIANA;Cuarto;2,4
CENTROS PÚBLICOS;Mujeres;Alicante/Alacant;Total;4,4
CENTROS PÚBLICOS;Mujeres;Alicante/Alacant;Primero;5,3
CENTROS PÚBLICOS;Mujeres;Alicante/Alacant;Segundo;4,9
CENTROS PÚBLICOS;Mujeres;Alicante/Alacant;Tercero;4
CENTROS PÚBLICOS;Mujeres;Alicante/Alacant;Cuarto;3
CENTROS PÚBLICOS;Mujeres;Castellón/Castelló;Total;3,2
CENTROS PÚBLICOS;Mujeres;Castellón/Castelló;Primero;4
CENTROS PÚBLICOS;Mujeres;Castellón/Castelló;Segundo;3,4
CENTROS PÚBLICOS;Mujeres;Castellón/Castelló;Tercero;3,2
CENTROS PÚBLICOS;Mujeres;Castellón/Castelló;Cuarto;1,9
CENTROS PÚBLICOS;Mujeres;Valencia/València;Total;4,1
CENTROS PÚBLICOS;Mujeres;Valencia/València;Primero;5,4
CENTROS PÚBLICOS;Mujeres;Valencia/València;Segundo;4,5
CENTROS PÚBLICOS;Mujeres;Valencia/València;Tercero;4
CENTROS PÚBLICOS;Mujeres;Valencia/València;Cuarto;2
CENTROS PÚBLICOS;Mujeres;11 EXTREMADURA;Total;2,6
CENTROS PÚBLICOS;Mujeres;11 EXTREMADURA;Primero;3,7
CENTROS PÚBLICOS;Mujeres;11 EXTREMADURA;Segundo;3,1
CENTROS PÚBLICOS;Mujeres;11 EXTREMADURA;Tercero;1,7
CENTROS PÚBLICOS;Mujeres;11 EXTREMADURA;Cuarto;1,8
CENTROS PÚBLICOS;Mujeres;Badajoz;Total;2,4
CENTROS PÚBLICOS;Mujeres;Badajoz;Primero;3,2
CENTROS PÚBLICOS;Mujeres;Badajoz;Segundo;2,7
CENTROS PÚBLICOS;Mujeres;Badajoz;Tercero;1,8
CENTROS PÚBLICOS;Mujeres;Badajoz;Cuarto;1,8
CENTROS PÚBLICOS;Mujeres;Cáceres;Total;3
CENTROS PÚBLICOS;Mujeres;Cáceres;Primero;4,8
CENTROS PÚBLICOS;Mujeres;Cáceres;Segundo;4
CENTROS PÚBLICOS;Mujeres;Cáceres;Tercero;1,4
CENTROS PÚBLICOS;Mujeres;Cáceres;Cuarto;1,7
CENTROS PÚBLICOS;Mujeres;12 GALICIA;Total;2,4
CENTROS PÚBLICOS;Mujeres;12 GALICIA;Primero;3
CENTROS PÚBLICOS;Mujeres;12 GALICIA;Segundo;2,5
CENTROS PÚBLICOS;Mujeres;12 GALICIA;Tercero;2,3
CENTROS PÚBLICOS;Mujeres;12 GALICIA;Cuarto;1,8
CENTROS PÚBLICOS;Mujeres;A Coruña;Total;2,4
CENTROS PÚBLICOS;Mujeres;A Coruña;Primero;3,5
CENTROS PÚBLICOS;Mujeres;A Coruña;Segundo;2,3
CENTROS PÚBLICOS;Mujeres;A Coruña;Tercero;2,3
CENTROS PÚBLICOS;Mujeres;A Coruña;Cuarto;1,5
CENTROS PÚBLICOS;Mujeres;Lugo;Total;2,6
CENTROS PÚBLICOS;Mujeres;Lugo;Primero;3,3
CENTROS PÚBLICOS;Mujeres;Lugo;Segundo;2,7
CENTROS PÚBLICOS;Mujeres;Lugo;Tercero;2,1
CENTROS PÚBLICOS;Mujeres;Lugo;Cuarto;2,3
CENTROS PÚBLICOS;Mujeres;Ourense;Total;2,7
CENTROS PÚBLICOS;Mujeres;Ourense;Primero;4,1
CENTROS PÚBLICOS;Mujeres;Ourense;Segundo;2,1
CENTROS PÚBLICOS;Mujeres;Ourense;Tercero;3,2
CENTROS PÚBLICOS;Mujeres;Ourense;Cuarto;1,2
CENTROS PÚBLICOS;Mujeres;Pontevedra;Total;2,3
CENTROS PÚBLICOS;Mujeres;Pontevedra;Primero;2,1
CENTROS PÚBLICOS;Mujeres;Pontevedra;Segundo;2,9
CENTROS PÚBLICOS;Mujeres;Pontevedra;Tercero;2,1
CENTROS PÚBLICOS;Mujeres;Pontevedra;Cuarto;2
CENTROS PÚBLICOS;Mujeres;13 MADRID, COMUNIDAD DE;Total;5
CENTROS PÚBLICOS;Mujeres;13 MADRID, COMUNIDAD DE;Primero;5,9
CENTROS PÚBLICOS;Mujeres;13 MADRID, COMUNIDAD DE;Segundo;5,2
CENTROS PÚBLICOS;Mujeres;13 MADRID, COMUNIDAD DE;Tercero;4,7
CENTROS PÚBLICOS;Mujeres;13 MADRID, COMUNIDAD DE;Cuarto;4
CENTROS PÚBLICOS;Mujeres;14 MURCIA, REGIÓN DE;Total;6,8
CENTROS PÚBLICOS;Mujeres;14 MURCIA, REGIÓN DE;Primero;8,4
CENTROS PÚBLICOS;Mujeres;14 MURCIA, REGIÓN DE;Segundo;8,1
CENTROS PÚBLICOS;Mujeres;14 MURCIA, REGIÓN DE;Tercero;5,4
CENTROS PÚBLICOS;Mujeres;14 MURCIA, REGIÓN DE;Cuarto;4,9
CENTROS PÚBLICOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Total;4
CENTROS PÚBLICOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Primero;4,6
CENTROS PÚBLICOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;4,3
CENTROS PÚBLICOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;3,4
CENTROS PÚBLICOS;Mujeres;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;3,4
CENTROS PÚBLICOS;Mujeres;16 PAÍS VASCO;Total;4,2
CENTROS PÚBLICOS;Mujeres;16 PAÍS VASCO;Primero;5,3
CENTROS PÚBLICOS;Mujeres;16 PAÍS VASCO;Segundo;5,5
CENTROS PÚBLICOS;Mujeres;16 PAÍS VASCO;Tercero;3,6
